,created_at,text,coordinates
2871,2013-09-13 22:14:33+00:00,I'm in Boulder.  I can help with anything. Please contact me for any help.  #BoulderFlood,"[-105.221206, 40.020019]"
2872,2013-09-13 22:08:41+00:00,"On the bright side, I'm getting really good at creek crossings #boulderflood #alwaystraining #mtb #cx","[-105.28610221, 40.04806431]"
2873,2013-09-13 22:17:10+00:00,Round three headed your way. #boulderflood #coflood #colorado @ Boulder Scenic Area - Davidson Mesa http://t.co/ENY67t9YJo,"[-105.18843884, 39.96713925]"
2874,2013-09-13 22:18:46+00:00,Poudre River overflowing in the #coflood // #fortcollins #poudre #rain #instavid @ Poudre River… http://t.co/YKAK1oy5Aa,"[-105.09551474, 40.60260534]"
2875,2013-09-13 21:43:33+00:00,#boulderflood http://t.co/cl2m6LWqQF,"[-105.24930713, 40.01596165]"
2876,2013-09-13 22:02:31+00:00,Natural disaster and tourist attraction #boulderflood http://t.co/cLOxJrn80w,"[-105.279333, 40.015072]"
2877,2013-09-13 21:37:47+00:00,#IMSS2013 #coflood This should be fun getting home since most HWYs are closed. May need to buy a boat!,"[-110.75604682, 43.47353131]"
2878,2013-09-13 22:08:05+00:00,"Reporting on #CoFlood in my old hometown where I lived when I was young. Evergreen, Colo. @ Evergreen… http://t.co/GwmJd88mQy","[-105.32524109, 39.63101067]"
2879,2013-09-13 21:58:16+00:00,"“@CBSDenver: #BreakingNews: A fourth person is confirmed dead, due to the #coflood. She died in the #boulderflood.”","[-74.01085547, 40.71974296]"
2880,2013-09-13 22:19:14+00:00,My friend @cour10ay had to rescue herself from the mountains after being trapped for two days! #legend #BoulderFlood http://t.co/i84UaJswk3,"[-105.27985794, 40.02708814]"
2881,2013-09-13 21:42:50+00:00,The creek path closed the high water mark visible with wood and trees #boulderflood http://t.co/0oDtEVw6xx,"[-105.24930412, 40.01594979]"
2882,2013-09-13 21:29:35+00:00,And now the sun is shining.  Humid.  CU-Fresno State game postponed.  My guess is Folsom is a swamp. #coflood #coloradoflood #colorado,"[-104.982552, 39.8256888]"
2883,2013-09-13 21:14:52+00:00,"Classic, the perfect older sibling is getting all the attention #nmwx #nmflood #boulderflood","[-71.11508118, 42.4089384]"
2884,2013-09-13 21:03:52+00:00,"#boulder might be falling into the sea, but this should lessen the impact @twistedpine #brewery @… http://t.co/bF2MunyHt7","[-105.251168, 40.02044678]"
2885,2013-09-13 21:09:08+00:00,#hoppyboy tall boy cans for light fixtures @twistedpine #boulder elbbuh78 @ Twisted Pine Brewery http://t.co/Y98GwLgTnz,"[-105.251168, 40.02044678]"
2886,2013-09-13 21:03:53+00:00,I like humor in a tough situation! @MakaykayG sent this to me saying she was going to surf to school. #coflood http://t.co/SsUz6Uef1P,"[-105.32247231, 39.6317879]"
2887,2013-09-13 21:26:49+00:00,Boulder creek after the flood #boulderflood http://t.co/wFJHX5VKOL,"[-105.249249, 40.015919]"
2888,2013-09-13 21:11:42+00:00,"Buenas noches, y mañana Zaragoza Campeonato de España de Escalada en Bloque #boulder #EAM","[2.07132927, 41.47965055]"
2889,2013-09-13 21:05:05+00:00,Left field at #boulderhigh. #boulderflood #bouldercreek @ Boulder High School http://t.co/uopTzQ5PBo,"[-105.27354873, 40.01407689]"
2890,2013-09-13 20:57:23+00:00,thank you for your encouragement @SendGrid #ColoradoStrong !!! #COFlood,"[-111.98808616, 40.78674094]"
2891,2013-09-13 21:13:18+00:00,@allysonmacy doing homework while we're stuck in Wyoming. All roads to Colorado closed due to weather. #coflood http://t.co/pqxvnJAOoS,"[-104.85824829, 41.11887016]"
2892,2013-09-13 20:56:10+00:00,"Even the #BoulderFlood can't keep the dreads, expensive strollers and running shorts away from lunch at @WFMBoulder.","[-105.25459011, 40.03120075]"
2893,2013-09-13 21:19:13+00:00,#boulderhigh now has a lake. Crazy #boulderflood #bouldercreek @ Boulder High School http://t.co/4HrBkTWV6M,"[-105.27354873, 40.01407689]"
2894,2013-09-13 20:52:06+00:00,Oh snap! New #Funny gif 5250 added (tags:#MileyCyrus #indianajones #wreckingball #riding #boulder) http://t.co/QPGffii12Y,"[22.97075195, -76.47514929]"
2895,2013-09-13 20:55:54+00:00,Video blog: Evergreen Dam is fine #coflooding http://t.co/NhP21K8Chm,"[-105.322169, 39.63195]"
2896,2013-09-13 20:17:45+00:00,"7'3"" underpass #jokes #boulderflood @ Folsom Field http://t.co/cAR5sg3rso","[-105.26688695, 40.00939837]"
2897,2013-09-13 20:31:03+00:00,Is north US 85 open??? @9NEWS #COFlood,"[-104.75248205, 39.59527768]"
2898,2013-09-13 20:17:14+00:00,"@nikkibot Yeah we are mostly dry, it's just the basement. Yeah that seems all good! #boulderflood","[-105.27064709, 40.01783946]"
2899,2013-09-13 20:10:04+00:00,Biking the #boulderflood @ City of Boulder http://t.co/rs9x2quSop,"[-105.2446368, 39.99275658]"
2900,2013-09-13 20:16:33+00:00,And yes his last name is really Flood. He said last night was intense. #boulderflood,"[-105.29270564, 40.04172776]"
2901,2013-09-13 20:05:07+00:00,"Hey, anyone know what to do with screwed up wet carpets? Any waste service working? #boulderflood","[-105.27059472, 40.01823352]"
2902,2013-09-13 20:48:26+00:00,"Our house got nailed harder than Kim Kardashian in her sex tape. Like her, we hope to gain unwarranted celebrity out of it. #boulderflood","[-105.28306067, 40.01246695]"
2903,2013-09-13 20:17:55+00:00,"""There are issues a lot bigger than Football."" CU Buffs game cancelled. #coflood @9news http://t.co/qg0T7iz8Nx","[-105.26697964, 40.01029028]"
2904,2013-09-13 20:08:49+00:00,Flood? What flood? #Denver #cowx http://t.co/TgKowYe5lr,"[-104.989221, 39.743126]"
2905,2013-09-13 20:15:57+00:00,Recovering after the #flood #boulderstyle #boulderflood #slipandslide #grabyasuit @ Scott Carpenter Park http://t.co/9Yr99qghHj,"[-105.25527175, 40.01225624]"
2906,2013-09-13 20:36:08+00:00,I used to teach at Mt Evans! #COflood MT @JeffcoSchoolsCo: 6th graders hiking out from Mt. Evans Outdoor Lab School w/Alpine Rescue.,"[-105.06412134, 39.77040371]"
2907,2013-09-13 20:38:06+00:00,"“@robertrdenton: ""Boulder Boarding"" at Boulder High. #boulderflood https://t.co/zpA7fIBGXB” but kinda gross!","[-105.29252199, 40.0427765]"
2908,2013-09-13 20:35:31+00:00,"#COFlood 🙏🙏🙏🙏
                                               💥💥 🇺🇸🇺🇸 http://t.co/bxnoLNZJd5","[-104.790471, 39.712543]"
2909,2013-09-13 20:35:19+00:00,"So evidently this whole ""1 elevator for 275 people"" thing isn't so fun. #coflood","[-104.94010826, 39.73322935]"
2910,2013-09-13 20:24:42+00:00,Flooding in Longmont. It's like a giant raging river is cutting thru the middle of town. #coflood… http://t.co/QdnJvRwbzi,"[-104.98015474, 40.16942475]"
2911,2013-09-13 20:28:05+00:00,Got to my destination - now I need some advice on basement flooding. Do you try &amp; salvage carpeting? Or lost cause? #BoulderFlood,"[-105.17665923, 39.97685592]"
2912,2013-09-13 20:33:16+00:00,"“@JRoth: North Cedar Brook in Pine Brook Hills, sorta impassable. #boulderflood http://t.co/wdvFgte4UN” yikes!","[-105.29270564, 40.04172776]"
2913,2013-09-13 20:36:00+00:00,"In hindsight, maybe showing up for today's lax practice was kinda stupid. #boulderflood @ Boulder High… http://t.co/QBuRTkdeF8","[-105.27495474, 40.01372215]"
2914,2013-09-13 20:32:43+00:00,"Basement is so screwed, but hey, safety first #boulderflood #coloradoflood http://t.co/qYWi6ggwc0","[-105.27036999, 40.01824503]"
2915,2013-09-13 20:47:50+00:00,Heavy equipment. Clearing road debris on eastbound Table Mesa Drive after the #boulderflood @ Table Mesa http://t.co/vFtryGaBEv,"[-105.24950559, 39.98506987]"
2916,2013-09-13 20:12:17+00:00,Chris Flood of floodplain management with city says Pinebrook Res dam has not broken but water is being released #boulderflood,"[-105.29296808, 40.04154101]"
2917,2013-09-13 20:11:13+00:00,But couldn't bike all of it #boulderflood @ City of Boulder http://t.co/m0KYamQsDU,"[-105.2446368, 39.99275658]"
2918,2013-09-13 20:12:31+00:00,#COFlood #Morrison @ Town of Morrison http://t.co/ZI3egUYWYF,"[-105.19094095, 39.6538227]"
2919,2013-09-13 19:27:34+00:00,Lyons evac via national guard. #boulderflood http://t.co/oUsUjesXqZ,"[-105.11372812, 40.19919526]"
2920,2013-09-13 19:56:14+00:00,Message me if you are willing to volunteer and help with the trail work! #ColoradoProblems #coflood #hikers #trail #waldoflood,"[-104.59404375, 38.94912765]"
2921,2013-09-13 19:28:31+00:00,Lyons evac via national guard #boulderflood http://t.co/NDFWKOMaJb,"[-105.1136287, 40.19914238]"
2922,2013-09-13 19:31:20+00:00,Another picture of the #Boulderflood http://t.co/usfah7VHsD,"[-105.12249, 40.01984]"
2923,2013-09-13 20:00:01+00:00,FSN covering the #coflood:  “@MaryMacCarthy: This is/was main road to #Lyons from #Boulder #Colorado: http://t.co/p0q4hkZLX9”,"[-105.13155431, 40.14758156]"
2924,2013-09-13 20:02:10+00:00,@GivenGoods Are you guys okay? are you displaced? What's going on over there? #boulderflood,"[-73.92370317, 40.75871835]"
2925,2013-09-13 20:03:57+00:00,Also looks like rescue vehicles on Linden above Spring Valley and right here. #boulderflood http://t.co/KrRwPKhQYx,"[-105.29290488, 40.04169968]"
2926,2013-09-13 20:00:16+00:00,Just heard helicopters fly over Louisville towards Boulder! That's such a good sound! #rescue #boulderflood,"[-105.1636408, 39.9590005]"
2927,2013-09-13 19:27:06+00:00,Crews clear the street. Near Table Mesa and Lehigh. #boulderflood @ Table Mesa http://t.co/kenCqqenrS,"[-105.24950559, 39.98506987]"
2928,2013-09-13 19:29:34+00:00,#boulderflood http://t.co/okNeTEaQai,"[-105.11373852, 40.19915201]"
2929,2013-09-13 19:58:37+00:00,Spring Valley at Linden. #boulderflood  so they must be letting people in. http://t.co/JIs84TAbEd,"[-105.29278351, 40.04176426]"
2930,2013-09-13 19:57:25+00:00,Seeing a road grader and tow truck headed up Linden toward Pinebrook Hills! #boulderflood,"[-105.29282525, 40.04190529]"
2931,2013-09-13 19:40:25+00:00,Made it. Hope all stay well in Boulder &amp; other CO areas #boulderflood (at Denver International Airport (DEN)) — https://t.co/TXULeaSdNV,"[-104.67369, 39.86306]"
2932,2013-09-13 19:56:45+00:00,"Tonight, @MaryMacCarthy reports from Longmont, CO on the devastating #coflood for @CCTV_America. The images are incredible.","[-105.1315156, 40.1473867]"
2933,2013-09-13 19:30:17+00:00,#boulderflood http://t.co/w9yCTwaPoX,"[-105.11360172, 40.19931927]"
2934,2013-09-13 19:42:08+00:00,Greeley #coflood http://t.co/SoICIwg7Ua,"[-104.6967124, 40.4207423]"
2935,2013-09-13 19:45:13+00:00,#Boulder between the #storms. #Colorado #coflood #cofloods #mountains #rain @ Stratford Lakes http://t.co/kfD7ciiQmU,"[-105.02904482, 39.90601773]"
2936,2013-09-13 20:03:16+00:00,My state officially is close to a large mass of water. #coflood http://t.co/F45VvCu2cJ,"[-104.99604989, 39.69836536]"
2937,2013-09-13 19:38:14+00:00,"Feel the love generation💜//
#coloradoflood #boulder @ Colorado Proud Always http://t.co/BAtcw5DkGs","[11.25458625, 43.76571065]"
2938,2013-09-13 19:05:36+00:00,“@PaytonPeterson: Flying over Mt. View in Longmont #longmontflood #boulderflood http://t.co/EA9V7GYPwz” this is down the street,"[-105.10295431, 40.19673793]"
2939,2013-09-13 19:17:06+00:00,@BrookeBCNN is reached to my side of town #coflood http://t.co/9KahCgSbTn,"[-104.6967124, 40.4207423]"
2940,2013-09-13 19:14:19+00:00,"It may have been flooding, but we made the best of it... #bearcreeklake #boulderflood #slipnslide @… http://t.co/omvkmAkTPA","[-105.23170549, 40.01326158]"
2941,2013-09-13 18:55:26+00:00,#coflood @ Osborn Farm http://t.co/KKI9cZODmi,"[-105.04892919, 40.38160628]"
2942,2013-09-13 19:02:10+00:00,"The clouds finally took a chill pill, but this creek is still pissed. #boulderflood @ Boulder Creek http://t.co/anFGHMPDG7","[-105.28045893, 40.01459994]"
2943,2013-09-13 19:07:00+00:00,Did Golden plan the fish to be swimming upstream in a #flood #cowx #golden http://t.co/G4Hjf9iYow,"[-105.222385, 39.75671]"
2944,2013-09-13 18:49:39+00:00,"Biz closures due to #boulderflood incl Alfalfa's, Sprouts, Crossfit Sanitas, the Walrus (still ready for the worst). http://t.co/rNWervsmGS","[-105.25924825, 40.01497941]"
2945,2013-09-13 19:13:58+00:00,“@BoulderFlood: whooooosh gurgle gurgle whooooooosh smash gurgle whoooooosh #boulderflood” @amiruhhh,"[-117.19039591, 32.84089842]"
2946,2013-09-13 19:20:38+00:00,"Greeley, Platte River, if it rises US85 will be closed. #River almost over top of Bridge #Cotraf #CoFlood  http://t.co/0g0I7Z0o56","[-104.790072, 39.703758]"
2947,2013-09-13 18:49:57+00:00,Middle of the flood #boulderflood @ University Village at Boulder Creek Apartments http://t.co/ZiKwTZqA1A,"[-105.25979795, 40.01052454]"
2948,2013-09-13 18:49:39+00:00,Praying for my friends and family in #Boulder #Colorado - the photos and stories are devastating. #boulderflood #coloradoflood,"[-122.298962, 37.81300718]"
2949,2013-09-13 19:08:16+00:00,"A brief respite, or might we actually be on our way to drying out? #boulder @ Harlow Platts Park http://t.co/DByUSwzopM","[-105.24769306, 39.97478515]"
2950,2013-09-13 18:53:02+00:00,People still be out running today @OnlyInBoulder #boulderflood,"[-105.254067, 39.998196]"
2951,2013-09-13 18:57:57+00:00,Rain has stopped in #Evergreen. #coflood,"[-105.322362, 39.631831]"
2952,2013-09-13 19:04:11+00:00,@Circa medical evac via national guard  from Lyons #boulderflood http://t.co/dNJGfc8WmN,"[-105.11336368, 40.1991733]"
2953,2013-09-13 19:04:25+00:00,No lunch here. #boulderflood http://t.co/hlDXuhjZLu,"[-105.259726, 40.012937]"
2954,2013-09-13 19:14:42+00:00,I found a dead cow in the #coflood . Word quickly spread and neighborhood kids are now poking it with a stick. http://t.co/EfyoGPTWCl,"[-105.1193213, 40.3953196]"
2955,2013-09-13 18:54:26+00:00,Hang in there Boulder #Boulder,"[-104.99345793, 39.74564961]"
2956,2013-09-13 19:15:07+00:00,I can't believe my uncle is out saving people's live right now in Colorado #coflood,"[-82.4427651, 40.03435698]"
2957,2013-09-13 19:18:01+00:00,Clouds reflect in Viele Lake as the sun begins to come back to #Boulder @ Harlow Platts Park http://t.co/1DGayv4sRM,"[-105.24769306, 39.97478515]"
2958,2013-09-13 19:18:15+00:00,Some raging waters under a sunny blue sky. Unfortunately more rain coming... #Boulderflood #Lafayette http://t.co/AqUO7SEFKB,"[-105.122495, 40.0198425]"
2959,2013-09-13 19:15:15+00:00,"Evans, Eastwood village neighborhood today #coflood http://t.co/YyBFuHRvei","[-104.69652, 40.4195227]"
2960,2013-09-13 18:50:32+00:00,#coflood @ Osborn Farm http://t.co/UUx84rqrsW,"[-105.04892919, 40.38160628]"
2961,2013-09-13 19:12:28+00:00,#coflood #longmontflood #boulderflood #estespark sad time in Colorado,"[-104.80387735, 39.3803664]"
2962,2013-09-13 18:48:37+00:00,Totally flooded underpass #boulderflood @ Shell http://t.co/cX4Hn6O6yI,"[-105.25648329, 40.00039049]"
2963,2013-09-13 19:00:50+00:00,#coflood @ Osborn Farm http://t.co/XMlNcu3UtJ,"[-105.04892919, 40.38160628]"
2964,2013-09-13 18:52:38+00:00,SOBO folks - trying to get from Broadway to McCaslin on Table Mesa. Possible? #BoulderFlood,"[-105.24935816, 39.98463759]"
2965,2013-09-13 19:22:14+00:00,"So sad, #floodedhomes #COFlood 
💥💥 🇺🇸🇺🇸 http://t.co/k3cxIBvB2A","[-104.789944, 39.703837]"
2966,2013-09-13 18:52:03+00:00,"Brace yourselves, you might see some weird stuffs on the ground #boulderflood","[-105.25082691, 39.99767459]"
2967,2013-09-13 18:55:57+00:00,"“@slinkywhat: Um, fuck commercials during a state of emergency. I'm watching the news for a reason... #COflood #100yearflood #Colorado”","[-105.26788632, 40.01320375]"
2968,2013-09-13 18:51:01+00:00,The bike took a beating today #boulderflood http://t.co/7EQnX63YJy,"[-105.256829, 40.000388]"
2969,2013-09-13 18:39:34+00:00,@Racheldunn31 thanks I'm ok. I wish I could say the same for my 1st floor neighbors. But all are safe. Crazy indeed! #boulderflood,"[-105.23196945, 39.99477175]"
2970,2013-09-13 18:32:44+00:00,"3.5 from Wyoming Stateline to I-76 southbound US 85 #coflood #cotraf 
💥💥 🇺🇸🇺🇸","[-104.86681, 39.885212]"
2971,2013-09-13 18:36:29+00:00,S/O to all the heros risking their lives to save the stranded!! What would we do without you brave people?? #coflood #heros,"[-105.25777574, 40.00707664]"
2972,2013-09-13 18:36:46+00:00,Wonderland and linden still a mess #boulderflood http://t.co/xeCXQstPPR,"[-105.29122565, 40.04094024]"
2973,2013-09-13 18:41:30+00:00,"Lots of people getting a glimpse of the flooded Poudre. Use caution if you venture out, Rams &amp; stay safe! #coflood http://t.co/Y4GX6vakJA","[-105.12439756, 40.576149]"
2974,2013-09-13 18:21:18+00:00,Sorry but you have to throw your fists up in the air when national guard helicopters  fly in for rescues. #boulderflood  #hellyeah,"[-105.27483955, 40.02133895]"
2975,2013-09-13 18:43:03+00:00,An example of the hillside slides above Linden #boulderflood http://t.co/K5HkAPy5bY,"[-105.29260112, 40.04296145]"
2976,2013-09-13 18:23:03+00:00,"Colorado, you're amazing and can make it through this! #coflood #staysafe303","[-106.331655, 42.8562696]"
2977,2013-09-13 18:40:48+00:00,#coflood @ Osborn Farm http://t.co/UjEb0dupa8,"[-105.04892919, 40.38160628]"
2978,2013-09-13 18:33:46+00:00,everyones thoughts are with those in boulder  #boulderflood #boulderstrong http://t.co/vi18MBkneN,"[-105.25481575, 40.03873596]"
2979,2013-09-13 18:30:42+00:00,#boulderflood http://t.co/2apmGpUw22,"[-105.257725, 40.010752]"
2980,2013-09-13 18:42:37+00:00,"Planning meeting #1 VENUE CHANGE:
Friday 9,13, 2013
1:30 pm RIVERSIDE, 1724 Broadway in Boulder across from Mustard's Last Stand #BOULDER","[-105.0448757, 39.7570117]"
2981,2013-09-13 18:20:37+00:00,"My post-apocalyptic walk to the store.  Police, water and debris everywhere. water's power is amazing. #boulderflood http://t.co/FSDSYrDlNU","[-105.23202846, 39.99485234]"
2982,2013-09-13 18:23:39+00:00,"From the north end of spring valley, wonderland lake #boulderflood http://t.co/AglP2OKwOM","[-105.29264821, 40.04298286]"
2983,2013-09-13 18:21:55+00:00,This water is insane #boulderflood http://t.co/WCJfq3hIyv,"[-105.257999, 40.011127]"
2984,2013-09-13 18:46:15+00:00,Bit of a festival atmosphere downtown -- everyone and their dog out to see  #boulderflood,"[-105.26347949, 40.01731509]"
2985,2013-09-13 18:46:40+00:00,#coflood @ Osborn Farm http://t.co/Jga80zAGUY,"[-105.04892919, 40.38160628]"
2986,2013-09-13 18:27:31+00:00,Amazing view from Sky9 on @9NEWS right now. #coflood,"[-105.08507566, 39.97148815]"
2987,2013-09-13 18:34:17+00:00,King Soopers out of water...  #loveland #coflood http://t.co/2ijs6zlIc9,"[-105.0993127, 40.37969608]"
2988,2013-09-13 18:25:08+00:00,Silly Fort Collins! You're not supposed to be flooding. #coflood,"[-105.12779357, 40.55405791]"
2989,2013-09-13 18:31:11+00:00,Here's a spring valley mess #boulderflood http://t.co/ib6NwPcuQx,"[-105.29383678, 40.04330469]"
2990,2013-09-13 18:30:54+00:00,Sitting in the sun #cowx,"[-104.94040973, 39.6955236]"
2991,2013-09-13 18:40:15+00:00,#coflood @ Osborn Farm http://t.co/s8rjldjzmO,"[-105.04892919, 40.38160628]"
2992,2013-09-13 18:44:31+00:00,Picnic? #coflood @ Eastman Park http://t.co/FbCbJYu3Rg,"[-104.90910009, 40.46454609]"
2993,2013-09-13 18:45:08+00:00,Helicopter headed to Pinebrook Hills or beyond? #boulderflood http://t.co/HFLLoVXAtO,"[-105.29251462, 40.04295252]"
2994,2013-09-13 17:52:40+00:00,"US 85 Greeley, #platteRiver #CoFlood 
💥💥 🇺🇸🇺🇸 http://t.co/RAYMnuubAk","[-104.807171, 40.255077]"
2995,2013-09-13 17:41:07+00:00,Gettin muddy #boulderflood http://t.co/fFRcKPx2DG,"[-105.251362, 40.011088]"
2996,2013-09-13 17:47:53+00:00,It's great to see blue sky after all the rain!   #coflood (at @BurgerKing) [pic]: http://t.co/M8syrm7aok,"[-104.88233946, 39.56533146]"
2997,2013-09-13 18:09:49+00:00,So officials in my NW hood saying voluntary evac tho if we drive out we can't get back. #boulderflood #stayingput,"[-105.29184625, 40.04243977]"
2998,2013-09-13 18:11:38+00:00,They've cleared most debris on Spring Valley near Linden &amp; are letting people drive out not in #boulderflood http://t.co/tLESeaaHEZ,"[-105.29272065, 40.04211056]"
2999,2013-09-13 17:46:41+00:00,#boulderflood http://t.co/o0jguWJxHB,"[-105.252873, 40.01105]"
3000,2013-09-13 17:43:30+00:00,"Getting even crazier! @jeffcosheriffco: Downtown Evergreen closed. Hwy. 74 washing away, stay away from all roads feeding into town.#coflood","[-79.37579345, 43.66894441]"
3001,2013-09-13 17:54:20+00:00,Blue sky! The rain has stopped for now..  more coming. Cleaning up muddy messes... #coflood @ Lone Tree http://t.co/QnOzvOucp5,"[-104.88156402, 39.55836871]"
3002,2013-09-13 17:47:25+00:00,Sunshine! #boulderflood http://t.co/iAbblxymaD,"[-105.28661133, 40.02421075]"
3003,2013-09-13 18:06:26+00:00,Symmetrical flood water? #boulderflood #colorado  #mirrorgram @ boulder creek path http://t.co/gRwukcOs5x,"[105.2725, 40.01166667]"
3004,2013-09-13 17:40:51+00:00,Boulder Creek Friday morning at Folsum Street panning east to west. Holy cow... #boulderflood @… http://t.co/Ug5csCSPQT,"[-105.26722758, 40.01321352]"
3005,2013-09-13 17:53:06+00:00,"""We're the cool neighbors!!""@britbritbitchz #boulderflood","[-105.27929119, 40.01081726]"
3006,2013-09-13 17:39:54+00:00,"@mikebettes How can the #coflood be both ""rare &amp; unprecedented""? Rare = seldom; unprecedented = never known before. #cowx #boulderflood","[-96.89507735, 33.18690215]"
3007,2013-09-13 17:51:35+00:00,A bench #boulderflood @ Scott Carpenter Park http://t.co/FqhduBZ4JT,"[-105.25527175, 40.01225624]"
3008,2013-09-13 18:11:52+00:00,Boulder High School Yacht Club #boulderflood @ Boulder High School http://t.co/noWvAbNXTq,"[-105.27354873, 40.01407689]"
3009,2013-09-13 18:12:46+00:00,At least the sun is out? #boulderflood @ Gnip http://t.co/Q3OeQRV962,"[-105.28105899, 40.01627819]"
3010,2013-09-13 17:38:27+00:00,Can't leave the apt so I'm watching everything I need to delete on my DVR. #boulder #boulderproblems,"[-105.26463044, 40.021247]"
3011,2013-09-13 17:36:49+00:00,Creek path debris #boulderflood http://t.co/cAdbEFUXB8,"[-105.25074, 40.011096]"
3012,2013-09-13 17:49:39+00:00,The mountains are coming out again. #boulder http://t.co/KaTDKW3rKM,"[-105.2540588, 40.0097975]"
3013,2013-09-13 18:05:01+00:00,My homies grandma's house is in waist deep water in Evans everyone's good but a drag for sure! #coflood,"[-104.6965472, 40.4211523]"
3014,2013-09-13 18:06:25+00:00,"If anybody has a water pump, I'd really love to borrow it for the afternoon. #boulder","[-105.26401358, 40.01655208]"
3015,2013-09-13 17:30:03+00:00,Another flooded bridge #boulderflood http://t.co/cVzmS1lZdj,"[-105.245083, 40.013396]"
3016,2013-09-13 17:26:58+00:00,Some neighbors and I helped an old lady up to our floor and stayed with her until water receded enough to get her home safe. #boulderflood,"[-105.23304376, 39.98777487]"
3017,2013-09-13 17:13:26+00:00,#boulder #flood @ Flatiron Subaru http://t.co/SXCRKdzepL,"[-105.21330888, 40.015358]"
3018,2013-09-13 17:15:51+00:00,"Roy Ortiz describing his ordeal of being trapped in car in #coflood. 2 hrs trapped, he prayed to live for his kids. http://t.co/TblUiISIT6","[-105.08631623, 39.97014339]"
3019,2013-09-13 17:03:17+00:00,"Holly shit, is that the Sun? #CoFlood 
💥💥 🇺🇸🇺🇸","[-104.791324, 40.741326]"
3020,2013-09-13 17:11:33+00:00,#boulder #flood @ Flatiron Subaru http://t.co/kxqFRJvWch,"[-105.21330888, 40.015358]"
3021,2013-09-13 17:03:30+00:00,I see blue skies in Firestone after the #COflood! I can even see Long's Peak again!,"[-104.92717001, 40.1558703]"
3022,2013-09-13 17:24:03+00:00,Got out of the house and came here to work today. #boulderflood (at @cheribundi w/ @jonpaleo) http://t.co/Z4dSBdPA1C,"[-105.27957292, 40.01877213]"
3023,2013-09-13 17:04:46+00:00,"To think I thought about moving from Black Forest to Lyons, Pinewood Springs or Big Elk Meadows http://t.co/8YEdgemBg1 #COFlood","[-117.19341995, 32.73923527]"
3024,2013-09-13 17:26:59+00:00,Post flood sky #boulderflood @ 3665 Discovery Drive http://t.co/MJCm1xU2Mh,"[-105.24539683, 40.01124867]"
3025,2013-09-13 17:25:43+00:00,"That is about three feet of rushing water that didn't stop for almost five hours, filling up apts. #boulderflood http://t.co/eSdzOPXrmu","[-105.23307025, 39.98776134]"
3026,2013-09-13 17:29:08+00:00,"US 85 Greeley both directions #Cotraf #CoFlood 
💥💥 🇺🇸🇺🇸 http://t.co/6p5Paxu6ZD","[-104.691463, 40.382677]"
3027,2013-09-13 17:06:30+00:00,#coflood #PrayForRado,"[-104.87058108, 39.89719529]"
3028,2013-09-13 17:04:58+00:00,"Thanks to CO's booming #marijuana industry, we got our #BoulderFlood cleanup supplies without waiting in soldout store lines","[-105.27724774, 40.03499873]"
3029,2013-09-13 17:03:01+00:00,The mini waterfalls of the creek #boulderflood http://t.co/cnWJUbJfTz,"[-105.249419, 39.999099]"
3030,2013-09-13 17:08:23+00:00,#coflood shows up at this time as Trend in United States http://t.co/Yndlw0FzaE,"[-77.029, 38.8991]"
3031,2013-09-13 17:02:26+00:00,"#parkercolorado sulphur gulch #coflood @ Parker, CO http://t.co/va7lbyk5OA","[-104.76150513, 39.5184763]"
3032,2013-09-13 17:25:40+00:00,@nancycronk--our son is safe too!  CU Police tweeted throughout the night--we appreciate the concern for our kids #boulderflood,"[-84.26332617, 33.88775415]"
3033,2013-09-13 17:15:20+00:00,#boulderflood http://t.co/IEKum33u9r,"[-105.240277, 40.004203]"
3034,2013-09-13 17:11:56+00:00,"On US 85 from the Wyoming border trying to get to Denver, Traffic moving well and heavy. #Cotraf #CoFlood 
💥💥 🇺🇸🇺🇸","[-104.685263, 40.446946]"
3035,2013-09-13 17:01:49+00:00,"So worried about my home right now... 
#COFlood","[-157.738222, 21.391082]"
3036,2013-09-13 17:06:22+00:00,Devastating #video of #coflood #longmontflood ♡Heartbreaking♡ https://t.co/GAYUReOem5 #record #history #boulderflood #coloradoflood,"[-105.14885402, 40.13690994]"
3037,2013-09-13 17:27:54+00:00,"Crazy night last night. There may be horrible damage out there, but I hope all stayed safe. #boulderflood #COflood","[-105.23303001, 39.98776976]"
3038,2013-09-13 17:18:27+00:00,"I find it a touch unsettling that right in the middle of all this #boulderflood, Friday the 13th brings us sunshine.","[-105.268275, 40.016496]"
3039,2013-09-13 17:04:52+00:00,#boulder #flood @ Flatiron Subaru http://t.co/bkZolbg9tj,"[-105.21330888, 40.015358]"
3040,2013-09-13 17:24:01+00:00,"""@emergingW: One of a kind conference for #women: Emerging Women Live, October 10-13, 2013, #Boulder, CO"" room &amp; flight #booked Im ready!! ♥","[-79.013498, 35.8938292]"
3041,2013-09-13 17:23:32+00:00,Roy Ortiz knew help was coming but fought for 2 hrs to escape car submerged in #coflood @9NEWS @9NewsEducation http://t.co/FQMksGo5Fx,"[-105.08637111, 39.9701489]"
3042,2013-09-13 17:06:49+00:00,#boulder #flood @ Flatiron Subaru http://t.co/efctTp10tB,"[-105.21330888, 40.015358]"
